unid+sku	UNID RESULTADO	SKU FINAL
ES FR-40.31.0001	ES FR	40.31.0001
ES FR-50.10.0012	ES FR	50.10.0012
ES FR-Outros	ES FR	Outros
ES VN-40.05.0001	ES VN	40.05.0001
ES VN-40.05.1101	ES VN	40.05.1101
ES VN-Outros	ES VN	Outros
ES VR-40.02.1072	ES VR	40.02.1072
ES VR-40.03.1013	ES VR	40.03.1013
ES VR-40.03.1112	ES VR	40.03.1112
ES VR-40.03.1410	ES VR	40.03.1410
ES VR-40.03.1713	ES VR	40.03.1713
ES VR-40.03.1810	ES VR	40.03.1810
ES VR-40.05.0001	ES VR	40.05.0001
ES VR-40.05.0025	ES VR	40.05.0025
ES VR-40.05.0026	ES VR	40.05.0026
ES VR-40.05.0031	ES VR	40.05.0031
ES VR-40.05.0037	ES VR	40.05.0037
ES VR-40.05.0041	ES VR	40.05.0041
ES VR-40.05.0050	ES VR	40.05.0050
ES VR-40.05.0061	ES VR	40.05.0061
ES VR-40.05.0087	ES VR	40.05.0087
ES VR-40.05.0090	ES VR	40.05.0090
ES VR-40.05.0095	ES VR	40.05.0095
ES VR-40.05.0101	ES VR	40.05.0101
ES VR-40.05.0143	ES VR	40.05.0143
ES VR-40.05.0150	ES VR	40.05.0150
ES VR-40.05.0167	ES VR	40.05.0167
ES VR-40.05.1001	ES VR	40.05.1001
ES VR-40.05.1100	ES VR	40.05.1100
ES VR-40.05.1101	ES VR	40.05.1101
ES VR-40.05.1102	ES VR	40.05.1102
ES VR-40.05.1104	ES VR	40.05.1104
ES VR-40.05.1105	ES VR	40.05.1105
ES VR-40.05.1106	ES VR	40.05.1106
ES VR-40.05.1400	ES VR	40.05.1400
ES VR-40.05.1401	ES VR	40.05.1401
ES VR-40.05.1402	ES VR	40.05.1402
ES VR-40.05.1403	ES VR	40.05.1403
ES VR-40.05.1600	ES VR	40.05.1600
ES VR-40.05.2000	ES VR	40.05.2000
ES VR-40.05.2100	ES VR	40.05.2100
ES VR-40.05.2101	ES VR	40.05.2101
ES VR-40.05.2102	ES VR	40.05.2102
ES VR-40.05.2106	ES VR	40.05.2106
ES VR-40.05.3100	ES VR	40.05.3100
ES VR-40.05.3101	ES VR	40.05.3101
ES VR-40.05.5001	ES VR	40.05.5001
ES VR-40.05.5002	ES VR	40.05.5002
ES VR-40.06.0008	ES VR	40.06.0008
ES VR-40.06.0019	ES VR	40.06.0019
ES VR-40.06.0020	ES VR	40.06.0020
ES VR-40.06.0021	ES VR	40.06.0021
ES VR-40.06.0022	ES VR	40.06.0022
ES VR-40.06.0023	ES VR	40.06.0023
ES VR-40.06.0051	ES VR	40.06.0051
ES VR-40.06.0052	ES VR	40.06.0052
ES VR-40.06.0053	ES VR	40.06.0053
ES VR-40.06.0055	ES VR	40.06.0055
ES VR-40.06.0071	ES VR	40.06.0071
ES VR-40.06.0072	ES VR	40.06.0072
ES VR-40.06.0073	ES VR	40.06.0073
ES VR-40.06.0074	ES VR	40.06.0074
ES VR-40.06.0082	ES VR	40.06.0082
ES VR-40.06.0089	ES VR	40.06.0089
ES VR-40.06.0096	ES VR	40.06.0096
ES VR-40.06.1001	ES VR	40.06.1001
ES VR-40.06.1002	ES VR	40.06.1002
ES VR-40.06.1003	ES VR	40.06.1003
ES VR-40.07.0003	ES VR	40.07.0003
ES VR-40.07.0005	ES VR	40.07.0005
ES VR-40.07.0007	ES VR	40.07.0007
ES VR-40.07.0024	ES VR	40.07.0024
ES VR-40.07.0025	ES VR	40.07.0025
ES VR-40.07.0029	ES VR	40.07.0029
ES VR-40.08.0001	ES VR	40.08.0001
ES VR-40.08.0003	ES VR	40.08.0003
ES VR-40.08.0012	ES VR	40.08.0012
ES VR-40.09.0001	ES VR	40.09.0001
ES VR-40.09.0002	ES VR	40.09.0002
ES VR-40.09.0005	ES VR	40.09.0005
ES VR-40.10.0001	ES VR	40.10.0001
ES VR-40.10.0002	ES VR	40.10.0002
ES VR-40.10.1000	ES VR	40.10.1000
ES VR-40.10.2000	ES VR	40.10.2000
ES VR-40.12.0014	ES VR	40.12.0014
ES VR-40.13.0002	ES VR	40.13.0002
ES VR-40.13.0011	ES VR	40.13.0011
ES VR-40.13.0015	ES VR	40.13.0015
ES VR-40.13.0016	ES VR	40.13.0016
ES VR-40.13.0026	ES VR	40.13.0026
ES VR-40.13.0028	ES VR	40.13.0028
ES VR-40.16.0014	ES VR	40.16.0014
ES VR-40.16.0015	ES VR	40.16.0015
ES VR-40.16.0016	ES VR	40.16.0016
ES VR-40.18.0005	ES VR	40.18.0005
ES VR-40.18.0006	ES VR	40.18.0006
ES VR-40.18.0007	ES VR	40.18.0007
ES VR-40.18.0008	ES VR	40.18.0008
ES VR-40.18.0009	ES VR	40.18.0009
ES VR-40.20.0007	ES VR	40.20.0007
ES VR-40.21.0002	ES VR	40.21.0002
ES VR-40.22.0001	ES VR	40.22.0001
ES VR-40.23.0000	ES VR	40.23.0000
ES VR-40.23.0001	ES VR	40.23.0001
ES VR-40.23.0002	ES VR	40.23.0002
ES VR-40.23.0003	ES VR	40.23.0003
ES VR-40.30.0008	ES VR	40.30.0008
ES VR-40.30.0016	ES VR	40.30.0016
ES VR-40.30.0027	ES VR	40.30.0027
ES VR-40.30.0028	ES VR	40.30.0028
ES VR-40.31.0001	ES VR	40.31.0001
ES VR-40.31.0003	ES VR	40.31.0003
ES VR-50.10.0006	ES VR	50.10.0006
ES VR-50.10.0009	ES VR	50.10.0009
ES VR-50.10.0011	ES VR	50.10.0011
ES VR-50.10.0012	ES VR	50.10.0012
ES VR-50.10.0013	ES VR	50.10.0013
ES VR-50.1000004980	ES VR	50.1000004980
ES VR-50.1000005434	ES VR	50.1000005434
ES VR-50.110A61091	ES VR	50.110A61091
ES VR-51.1000003022	ES VR	51.1000003022
ES VR-51.1000003999	ES VR	51.1000003999
ES VR-51.1000004880	ES VR	51.1000004880
ES VR-51.1000005434	ES VR	51.1000005434
ES VR-51.1000006105	ES VR	51.1000006105
ES VR-51.1000006126	ES VR	51.1000006126
ES VR-51.1000006262	ES VR	51.1000006262
ES VR-51.1000007408	ES VR	51.1000007408
ES VR-51.110A61091	ES VR	51.110A61091
ES VR-51.110A61091 	ES VR	51.110A61091 
ES VR-51.110A71091	ES VR	51.110A71091
ES VR-51.110A71091 	ES VR	51.110A71091 
ES VR-51.110A81091	ES VR	51.110A81091
ES VR-Outros	ES VR	Outros
EX-40.05.0001	EX	40.05.0001
EX-40.05.0031	EX	40.05.0031
EX-40.05.0037	EX	40.05.0037
EX-40.05.0167	EX	40.05.0167
EX-40.05.3004	EX	40.05.3004
EX-40.05.3005	EX	40.05.3005
EX-40.05.3014	EX	40.05.3014
EX-40.05.3017	EX	40.05.3017
EX-40.05.3132	EX	40.05.3132
EX-40.05.3133	EX	40.05.3133
EX-40.05.3211	EX	40.05.3211
EX-40.05.3212	EX	40.05.3212
EX-40.05.3323	EX	40.05.3323
EX-40.16.1006	EX	40.16.1006
EX-40.16.1008	EX	40.16.1008
EX-40.16.1009	EX	40.16.1009
EX-40.16.1010	EX	40.16.1010
EX-40.23.3001	EX	40.23.3001
EXARG-40.05.0001	EXARG	40.05.0001
EXARG-40.05.0167	EXARG	40.05.0167
EXARG-40.05.1106	EXARG	40.05.1106
EXARG-40.05.3007	EXARG	40.05.3007
EXARG-40.05.3008	EXARG	40.05.3008
EXARG-40.05.3009	EXARG	40.05.3009
EXARG-40.05.3017	EXARG	40.05.3017
EXARG-40.05.3206	EXARG	40.05.3206
EXARG-40.05.3207	EXARG	40.05.3207
EXARG-40.05.3216	EXARG	40.05.3216
EXARG-40.05.3217	EXARG	40.05.3217
EXARG-40.05.3218	EXARG	40.05.3218
EXARG-40.10.3003	EXARG	40.10.3003
EXARG-40.16.1012	EXARG	40.16.1012
EXARG-40.20.1000	EXARG	40.20.1000
EXARG-40.22.2000	EXARG	40.22.2000
EXARG-40.22.3003	EXARG	40.22.3003
EXARG-40.23.2000	EXARG	40.23.2000
EXARG-40.23.2001	EXARG	40.23.2001
EXARG-40.23.3004	EXARG	40.23.3004
EXARG-40.23.3005	EXARG	40.23.3005
EXARG-Outros	EXARG	Outros
EXCAN-40.05.0001	EXCAN	40.05.0001
EXCAN-40.05.0142	EXCAN	40.05.0142
EXCAN-40.05.0167	EXCAN	40.05.0167
EXCAN-40.05.0170	EXCAN	40.05.0170
EXCAN-40.05.1100	EXCAN	40.05.1100
EXCAN-40.05.1106	EXCAN	40.05.1106
EXCAN-40.05.1201	EXCAN	40.05.1201
EXCAN-40.05.1202	EXCAN	40.05.1202
EXCAN-40.05.3123	EXCAN	40.05.3123
EXCAN-40.05.3124	EXCAN	40.05.3124
EXCAN-40.05.3206	EXCAN	40.05.3206
EXCAN-40.05.3217	EXCAN	40.05.3217
EXCAN-40.05.3302	EXCAN	40.05.3302
EXCAN-40.09.0001	EXCAN	40.09.0001
EXCAN-40.10.3014	EXCAN	40.10.3014
EXCAN-40.20.1000	EXCAN	40.20.1000
EXCAN-40.22.2000	EXCAN	40.22.2000
EXCAN-Outros	EXCAN	Outros
EXCHI-40.05.0001	EXCHI	40.05.0001
EXCHI-40.05.0037	EXCHI	40.05.0037
EXCHI-40.05.0143	EXCHI	40.05.0143
EXCHI-40.05.0144	EXCHI	40.05.0144
EXCHI-40.05.0150	EXCHI	40.05.0150
EXCHI-40.05.1100	EXCHI	40.05.1100
EXCHI-40.05.1101	EXCHI	40.05.1101
EXCHI-40.05.1203	EXCHI	40.05.1203
EXCHI-40.05.3014	EXCHI	40.05.3014
EXCHI-40.05.3015	EXCHI	40.05.3015
EXCHI-40.05.3103	EXCHI	40.05.3103
EXCHI-40.05.3207	EXCHI	40.05.3207
EXCHI-40.05.3212	EXCHI	40.05.3212
EXCHI-40.05.3216	EXCHI	40.05.3216
EXCHI-40.05.3218	EXCHI	40.05.3218
EXCHI-40.05.3311	EXCHI	40.05.3311
EXCHI-40.05.3400	EXCHI	40.05.3400
EXCHI-40.10.0029	EXCHI	40.10.0029
EXCHI-40.10.3013	EXCHI	40.10.3013
EXCHI-40.16.0014	EXCHI	40.16.0014
EXCHI-40.16.0029	EXCHI	40.16.0029
EXCHI-40.16.1004	EXCHI	40.16.1004
EXCHI-Outros	EXCHI	Outros
EXCHN-40.05.0001	EXCHN	40.05.0001
EXCHN-40.05.1106	EXCHN	40.05.1106
EXCHN-40.05.3007	EXCHN	40.05.3007
EXCHN-40.05.3024	EXCHN	40.05.3024
EXCHN-Outros	EXCHN	Outros
EXCOL-40.05.0001	EXCOL	40.05.0001
EXCOL-40.05.1100	EXCOL	40.05.1100
EXCOL-40.05.3021	EXCOL	40.05.3021
EXCOL-40.05.3022	EXCOL	40.05.3022
EXCOL-40.05.3132	EXCOL	40.05.3132
EXCOL-40.05.3133	EXCOL	40.05.3133
EXCOL-40.05.3211	EXCOL	40.05.3211
EXCOL-40.05.3212	EXCOL	40.05.3212
EXCOL-40.05.3217	EXCOL	40.05.3217
EXCOL-40.05.3323	EXCOL	40.05.3323
EXCOL-40.16.1006	EXCOL	40.16.1006
EXCOL-40.16.1008	EXCOL	40.16.1008
EXCOL-40.16.1012	EXCOL	40.16.1012
EXCOL-40.20.1000	EXCOL	40.20.1000
EXCOL-40.22.2000	EXCOL	40.22.2000
EXCOL-40.23.2000	EXCOL	40.23.2000
EXCOL-40.23.2001	EXCOL	40.23.2001
EXCOL-40.23.3000	EXCOL	40.23.3000
EXCOL-40.23.3001	EXCOL	40.23.3001
EXCOL-Outros	EXCOL	Outros
EXEMI-40.05.0001	EXEMI	40.05.0001
EXEMI-40.05.3212	EXEMI	40.05.3212
EXFMU-40.05.0143	EXFMU	40.05.0143
EXFMU-40.05.0161	EXFMU	40.05.0161
EXFMU-40.05.0167	EXFMU	40.05.0167
EXFMU-40.05.0168	EXFMU	40.05.0168
EXFMU-40.05.1101	EXFMU	40.05.1101
EXFMU-40.05.1106	EXFMU	40.05.1106
EXFMU-40.05.1202	EXFMU	40.05.1202
EXFMU-40.05.3111	EXFMU	40.05.3111
EXFMU-40.05.3311	EXFMU	40.05.3311
EXFMU-40.05.3324	EXFMU	40.05.3324
EXFMU-40.05.4102	EXFMU	40.05.4102
EXFMU-40.10.3014	EXFMU	40.10.3014
EXFMU-40.10.3300	EXFMU	40.10.3300
EXFMU-40.10.3500	EXFMU	40.10.3500
EXFMU-40.16.0014	EXFMU	40.16.0014
EXFMU-Outros	EXFMU	Outros
EXGRE-Outros	EXGRE	Outros
EXHOL-Outros	EXHOL	Outros
EXING-40.05.0001	EXING	40.05.0001
EXING-40.05.0061	EXING	40.05.0061
EXING-40.05.0143	EXING	40.05.0143
EXING-40.05.1100	EXING	40.05.1100
EXING-40.05.1101	EXING	40.05.1101
EXING-40.05.1106	EXING	40.05.1106
EXING-40.05.3120	EXING	40.05.3120
EXING-40.05.3121	EXING	40.05.3121
EXING-40.05.3206	EXING	40.05.3206
EXING-40.05.3207	EXING	40.05.3207
EXING-40.05.3216	EXING	40.05.3216
EXING-40.05.3218	EXING	40.05.3218
EXING-40.05.3308	EXING	40.05.3308
EXING-40.05.3317	EXING	40.05.3317
EXING-40.06.0055	EXING	40.06.0055
EXING-40.16.0014	EXING	40.16.0014
EXING-Outros	EXING	Outros
EXITA-Outros	EXITA	Outros
EXJAP-40.05.0001	EXJAP	40.05.0001
EXJAP-40.05.0037	EXJAP	40.05.0037
EXJAP-40.05.1100	EXJAP	40.05.1100
EXJAP-40.05.1106	EXJAP	40.05.1106
EXJAP-40.05.3004	EXJAP	40.05.3004
EXJAP-40.05.3005	EXJAP	40.05.3005
EXJAP-40.05.3007	EXJAP	40.05.3007
EXJAP-40.05.3325	EXJAP	40.05.3325
EXJAP-40.16.1012	EXJAP	40.16.1012
EXJAP-40.23.2000	EXJAP	40.23.2000
EXJAP-Outros	EXJAP	Outros
EXMCU-40.05.0087	EXMCU	40.05.0087
EXMCU-40.05.0090	EXMCU	40.05.0090
EXMCU-40.05.0167	EXMCU	40.05.0167
EXMCU-40.05.3003	EXMCU	40.05.3003
EXMCU-40.05.3022	EXMCU	40.05.3022
EXMCU-40.05.3100	EXMCU	40.05.3100
EXMCU-40.05.3101	EXMCU	40.05.3101
EXMCU-40.05.3108	EXMCU	40.05.3108
EXMCU-40.05.3109	EXMCU	40.05.3109
EXMCU-40.05.3114	EXMCU	40.05.3114
EXMCU-40.05.3132	EXMCU	40.05.3132
EXMCU-40.05.3206	EXMCU	40.05.3206
EXMCU-40.05.3207	EXMCU	40.05.3207
EXMCU-40.05.3216	EXMCU	40.05.3216
EXMCU-40.05.3217	EXMCU	40.05.3217
EXMCU-40.05.3218	EXMCU	40.05.3218
EXMCU-40.05.3300	EXMCU	40.05.3300
EXMCU-40.05.3323	EXMCU	40.05.3323
EXMCU-40.20.1000	EXMCU	40.20.1000
EXMCU-40.22.2000	EXMCU	40.22.2000
EXMCU-40.23.2001	EXMCU	40.23.2001
EXMEX-40.05.0170	EXMEX	40.05.0170
EXMEX-40.05.1100	EXMEX	40.05.1100
EXMEX-40.05.3302	EXMEX	40.05.3302
EXMEX-40.16.1009	EXMEX	40.16.1009
EXMEX-40.16.1010	EXMEX	40.16.1010
EXMEX-Outros	EXMEX	Outros
EX-Outros	EX	Outros
EXPAR-40.05.0001	EXPAR	40.05.0001
EXPAR-40.05.0170	EXPAR	40.05.0170
EXPAR-40.05.1101	EXPAR	40.05.1101
EXPAR-40.05.3014	EXPAR	40.05.3014
EXPAR-40.05.3017	EXPAR	40.05.3017
EXPAR-40.05.3023	EXPAR	40.05.3023
EXPAR-40.05.3123	EXPAR	40.05.3123
EXPAR-40.05.3124	EXPAR	40.05.3124
EXPAR-40.05.3129	EXPAR	40.05.3129
EXPAR-40.05.3302	EXPAR	40.05.3302
EXPAR-40.05.3321	EXPAR	40.05.3321
EXPAR-40.13.2001	EXPAR	40.13.2001
EXPAR-40.13.2002	EXPAR	40.13.2002
EXPAR-40.16.1004	EXPAR	40.16.1004
EXPAR-40.16.1005	EXPAR	40.16.1005
EXPAR-40.18.2002	EXPAR	40.18.2002
EXPAR-40.18.2003	EXPAR	40.18.2003
EXPAR-40.23.0002	EXPAR	40.23.0002
EXPAR-40.23.0003	EXPAR	40.23.0003
EXPAR-Outros	EXPAR	Outros
EXPER-40.05.0001	EXPER	40.05.0001
EXPER-40.05.0035	EXPER	40.05.0035
EXPER-40.05.0143	EXPER	40.05.0143
EXPER-40.05.1100	EXPER	40.05.1100
EXPER-40.05.1104	EXPER	40.05.1104
EXPER-40.05.1106	EXPER	40.05.1106
EXPER-40.05.1600	EXPER	40.05.1600
EXPER-40.05.3000	EXPER	40.05.3000
EXPER-40.05.3002	EXPER	40.05.3002
EXPER-40.05.3014	EXPER	40.05.3014
EXPER-40.05.3103	EXPER	40.05.3103
EXPER-40.05.3106	EXPER	40.05.3106
EXPER-40.05.3113	EXPER	40.05.3113
EXPER-40.05.3200	EXPER	40.05.3200
EXPER-40.05.3314	EXPER	40.05.3314
EXPER-40.05.3315	EXPER	40.05.3315
EXPER-40.10.3000	EXPER	40.10.3000
EXPER-40.10.3102	EXPER	40.10.3102
EXPER-40.16.0029	EXPER	40.16.0029
EXPER-40.16.0030	EXPER	40.16.0030
EXPER-Outros	EXPER	Outros
EXPOR-40.05.0001	EXPOR	40.05.0001
EXPOR-40.05.0039	EXPOR	40.05.0039
EXPOR-40.05.0061	EXPOR	40.05.0061
EXPOR-40.05.0143	EXPOR	40.05.0143
EXPOR-40.05.1100	EXPOR	40.05.1100
EXPOR-40.05.3014	EXPOR	40.05.3014
EXPOR-40.05.3120	EXPOR	40.05.3120
EXPOR-40.05.3121	EXPOR	40.05.3121
EXPOR-40.05.3308	EXPOR	40.05.3308
EXPOR-40.05.3317	EXPOR	40.05.3317
EXPOR-40.06.0055	EXPOR	40.06.0055
EXPOR-40.16.0014	EXPOR	40.16.0014
EXPOR-40.16.1013	EXPOR	40.16.1013
EXPOR-Outros	EXPOR	Outros
EXURU-40.05.0001	EXURU	40.05.0001
EXURU-40.05.0162	EXURU	40.05.0162
EXURU-40.05.0163	EXURU	40.05.0163
EXURU-40.05.0164	EXURU	40.05.0164
EXURU-40.05.1100	EXURU	40.05.1100
EXURU-40.05.1106	EXURU	40.05.1106
EXURU-40.05.3024	EXURU	40.05.3024
EXURU-40.05.3104	EXURU	40.05.3104
EXURU-40.05.3133	EXURU	40.05.3133
EXURU-40.05.3211	EXURU	40.05.3211
EXURU-40.05.3212	EXURU	40.05.3212
EXURU-40.05.3301	EXURU	40.05.3301
EXURU-40.16.0026	EXURU	40.16.0026
EXURU-Outros	EXURU	Outros
EXUSA-40.05.0001	EXUSA	40.05.0001
EXUSA-40.05.0048	EXUSA	40.05.0048
EXUSA-40.05.0087	EXUSA	40.05.0087
EXUSA-40.05.0090	EXUSA	40.05.0090
EXUSA-40.05.0143	EXUSA	40.05.0143
EXUSA-40.05.0157	EXUSA	40.05.0157
EXUSA-40.05.0161	EXUSA	40.05.0161
EXUSA-40.05.0167	EXUSA	40.05.0167
EXUSA-40.05.0168	EXUSA	40.05.0168
EXUSA-40.05.1201	EXUSA	40.05.1201
EXUSA-40.05.1202	EXUSA	40.05.1202
EXUSA-40.05.1203	EXUSA	40.05.1203
EXUSA-40.05.3003	EXUSA	40.05.3003
EXUSA-40.05.3007	EXUSA	40.05.3007
EXUSA-40.05.3008	EXUSA	40.05.3008
EXUSA-40.05.3009	EXUSA	40.05.3009
EXUSA-40.05.3027	EXUSA	40.05.3027
EXUSA-40.05.3028	EXUSA	40.05.3028
EXUSA-40.05.3100	EXUSA	40.05.3100
EXUSA-40.05.3101	EXUSA	40.05.3101
EXUSA-40.05.3108	EXUSA	40.05.3108
EXUSA-40.05.3109	EXUSA	40.05.3109
EXUSA-40.05.3110	EXUSA	40.05.3110
EXUSA-40.05.3114	EXUSA	40.05.3114
EXUSA-40.05.3139	EXUSA	40.05.3139
EXUSA-40.05.3140	EXUSA	40.05.3140
EXUSA-40.05.3206	EXUSA	40.05.3206
EXUSA-40.05.3207	EXUSA	40.05.3207
EXUSA-40.05.3211	EXUSA	40.05.3211
EXUSA-40.05.3212	EXUSA	40.05.3212
EXUSA-40.05.3216	EXUSA	40.05.3216
EXUSA-40.05.3311	EXUSA	40.05.3311
EXUSA-40.05.3323	EXUSA	40.05.3323
EXUSA-40.05.3324	EXUSA	40.05.3324
EXUSA-40.05.4004	EXUSA	40.05.4004
EXUSA-40.05.4005	EXUSA	40.05.4005
EXUSA-40.05.4103	EXUSA	40.05.4103
EXUSA-40.09.0001	EXUSA	40.09.0001
EXUSA-40.09.0004	EXUSA	40.09.0004
EXUSA-40.10.0003	EXUSA	40.10.0003
EXUSA-40.10.3003	EXUSA	40.10.3003
EXUSA-40.10.3101	EXUSA	40.10.3101
EXUSA-40.10.3500	EXUSA	40.10.3500
EXUSA-40.16.0014	EXUSA	40.16.0014
EXUSA-40.16.1006	EXUSA	40.16.1006
EXUSA-40.16.1008	EXUSA	40.16.1008
EXUSA-40.16.1012	EXUSA	40.16.1012
EXUSA-40.20.1000	EXUSA	40.20.1000
EXUSA-40.22.2000	EXUSA	40.22.2000
EXUSA-40.22.3003	EXUSA	40.22.3003
EXUSA-40.23.2000	EXUSA	40.23.2000
EXUSA-40.23.2001	EXUSA	40.23.2001
EXUSA-40.23.3004	EXUSA	40.23.3004
EXUSA-40.23.3005	EXUSA	40.23.3005
EXUSA-Outros	EXUSA	Outros
Laticinios-40.01.0030	Laticinios	40.01.0030
Laticinios-40.02.1011	Laticinios	40.02.1011
Laticinios-40.02.1012	Laticinios	40.02.1012
Laticinios-40.02.1013	Laticinios	40.02.1013
Laticinios-40.02.1016	Laticinios	40.02.1016
Laticinios-40.02.1060	Laticinios	40.02.1060
Laticinios-40.02.1061	Laticinios	40.02.1061
Laticinios-40.02.1062	Laticinios	40.02.1062
Laticinios-40.02.1070	Laticinios	40.02.1070
Laticinios-40.02.1071	Laticinios	40.02.1071
Laticinios-40.02.1072	Laticinios	40.02.1072
Laticinios-40.02.1080	Laticinios	40.02.1080
Laticinios-40.02.1083	Laticinios	40.02.1083
Laticinios-40.03.1013	Laticinios	40.03.1013
Laticinios-40.03.1112	Laticinios	40.03.1112
Laticinios-40.03.1180	Laticinios	40.03.1180
Laticinios-40.03.1181	Laticinios	40.03.1181
Laticinios-40.03.1210	Laticinios	40.03.1210
Laticinios-40.03.1211	Laticinios	40.03.1211
Laticinios-40.03.1220	Laticinios	40.03.1220
Laticinios-40.03.1318	Laticinios	40.03.1318
Laticinios-40.03.1380	Laticinios	40.03.1380
Laticinios-40.03.1383	Laticinios	40.03.1383
Laticinios-40.03.1410	Laticinios	40.03.1410
Laticinios-40.03.1420	Laticinios	40.03.1420
Laticinios-40.03.1421	Laticinios	40.03.1421
Laticinios-40.03.1471	Laticinios	40.03.1471
Laticinios-40.03.1480	Laticinios	40.03.1480
Laticinios-40.03.1510	Laticinios	40.03.1510
Laticinios-40.03.1520	Laticinios	40.03.1520
Laticinios-40.03.1521	Laticinios	40.03.1521
Laticinios-40.03.1580	Laticinios	40.03.1580
Laticinios-40.03.1610	Laticinios	40.03.1610
Laticinios-40.03.1611	Laticinios	40.03.1611
Laticinios-40.03.1620	Laticinios	40.03.1620
Laticinios-40.03.1621	Laticinios	40.03.1621
Laticinios-40.03.1680	Laticinios	40.03.1680
Laticinios-40.03.1710	Laticinios	40.03.1710
Laticinios-40.03.1713	Laticinios	40.03.1713
Laticinios-40.03.1780	Laticinios	40.03.1780
Laticinios-40.03.1810	Laticinios	40.03.1810
Laticinios-40.03.1820	Laticinios	40.03.1820
Laticinios-40.03.1870	Laticinios	40.03.1870
Laticinios-40.03.1871	Laticinios	40.03.1871
Laticinios-40.03.1872	Laticinios	40.03.1872
Laticinios-40.03.1880	Laticinios	40.03.1880
Laticinios-40.03.1910	Laticinios	40.03.1910
Laticinios-40.03.1912	Laticinios	40.03.1912
Laticinios-40.03.2110	Laticinios	40.03.2110
Laticinios-40.03.2410	Laticinios	40.03.2410
Laticinios-40.03.5580	Laticinios	40.03.5580
Laticinios-40.03.5581	Laticinios	40.03.5581
Laticinios-40.04.1010	Laticinios	40.04.1010
Laticinios-40.04.1011	Laticinios	40.04.1011
Laticinios-40.05.1100	Laticinios	40.05.1100
Laticinios-40.05.3133	Laticinios	40.05.3133
Laticinios-40.05.3211	Laticinios	40.05.3211
Laticinios-40.05.3212	Laticinios	40.05.3212
Laticinios-40.05.3323	Laticinios	40.05.3323
Laticinios-40.16.1006	Laticinios	40.16.1006
Laticinios-40.16.1008	Laticinios	40.16.1008
LATICINIOS-LM OUTROS	LATICINIOS	LM OUTROS
Laticinios-Outros	Laticinios	Outros
LM REP-40.03.1211	LM REP	40.03.1211
LM REP-40.03.1420	LM REP	40.03.1420
LM REP-40.03.1520	LM REP	40.03.1520
LM REP-40.03.1521	LM REP	40.03.1521
LM REP-40.03.1620	LM REP	40.03.1620
LM REP-40.03.1713	LM REP	40.03.1713
MG CN-40.03.1112	MG CN	40.03.1112
MG CN-40.05.0001	MG CN	40.05.0001
MG CN-40.05.0018	MG CN	40.05.0018
MG CN-40.05.0026	MG CN	40.05.0026
MG CN-40.05.0031	MG CN	40.05.0031
MG CN-40.05.0041	MG CN	40.05.0041
MG CN-40.05.0048	MG CN	40.05.0048
MG CN-40.05.0061	MG CN	40.05.0061
MG CN-40.05.0087	MG CN	40.05.0087
MG CN-40.05.0143	MG CN	40.05.0143
MG CN-40.05.1006	MG CN	40.05.1006
MG CN-40.05.1100	MG CN	40.05.1100
MG CN-40.05.1102	MG CN	40.05.1102
MG CN-40.05.1105	MG CN	40.05.1105
MG CN-40.05.1106	MG CN	40.05.1106
MG CN-40.05.1400	MG CN	40.05.1400
MG CN-40.05.1401	MG CN	40.05.1401
MG CN-40.05.2100	MG CN	40.05.2100
MG CN-40.05.2101	MG CN	40.05.2101
MG CN-40.05.3101	MG CN	40.05.3101
MG CN-40.05.3132	MG CN	40.05.3132
MG CN-40.05.3133	MG CN	40.05.3133
MG CN-40.05.3211	MG CN	40.05.3211
MG CN-40.05.3212	MG CN	40.05.3212
MG CN-40.05.3323	MG CN	40.05.3323
MG CN-40.05.5001	MG CN	40.05.5001
MG CN-40.05.5002	MG CN	40.05.5002
MG CN-40.06.0020	MG CN	40.06.0020
MG CN-40.06.0051	MG CN	40.06.0051
MG CN-40.06.0052	MG CN	40.06.0052
MG CN-40.06.0053	MG CN	40.06.0053
MG CN-40.10.0002	MG CN	40.10.0002
MG CN-40.10.3500	MG CN	40.10.3500
MG CN-40.12.0014	MG CN	40.12.0014
MG CN-40.16.0014	MG CN	40.16.0014
MG CN-40.16.0016	MG CN	40.16.0016
MG CN-40.31.0001	MG CN	40.31.0001
MG CN-40.31.0003	MG CN	40.31.0003
MG CN-50.10.0006	MG CN	50.10.0006
MG CN-50.10.0011	MG CN	50.10.0011
MG CN-50.10.0012	MG CN	50.10.0012
MG CN-50.10.0013	MG CN	50.10.0013
MG CN-50.1000003022	MG CN	50.1000003022
MG CN-50.1000004880	MG CN	50.1000004880
MG CN-50.1000004980	MG CN	50.1000004980
MG CN-50.1000005434	MG CN	50.1000005434
MG CN-51.1000003999	MG CN	51.1000003999
MG CN-51.1000004003	MG CN	51.1000004003
MG CN-51.1000004880	MG CN	51.1000004880
MG CN-51.1000005434	MG CN	51.1000005434
MG CN-51.1000006105	MG CN	51.1000006105
MG CN-51.1000006126	MG CN	51.1000006126
MG CN-51.1000006262	MG CN	51.1000006262
MG CN-51.1000007408	MG CN	51.1000007408
MG CN-51.110A11121	MG CN	51.110A11121
MG CN-51.110A11121 	MG CN	51.110A11121 
MG CN-51.110A31091	MG CN	51.110A31091
MG CN-51.110A61091	MG CN	51.110A61091
