unid+sku	UNID RESULTADO	SKU FINAL
MG CN-51.110A71091	MG CN	51.110A71091
MG CN-51.110A81091	MG CN	51.110A81091
MG CN-51.110A81091 	MG CN	51.110A81091 
MG CN-Outros	MG CN	Outros
MG CR-40.03.1871	MG CR	40.03.1871
MG CR-40.05.0001	MG CR	40.05.0001
MG CR-40.05.0018	MG CR	40.05.0018
MG CR-40.05.0026	MG CR	40.05.0026
MG CR-40.05.0031	MG CR	40.05.0031
MG CR-40.05.0041	MG CR	40.05.0041
MG CR-40.05.0050	MG CR	40.05.0050
MG CR-40.05.0061	MG CR	40.05.0061
MG CR-40.05.0087	MG CR	40.05.0087
MG CR-40.05.0090	MG CR	40.05.0090
MG CR-40.05.0095	MG CR	40.05.0095
MG CR-40.05.0150	MG CR	40.05.0150
MG CR-40.05.0161	MG CR	40.05.0161
MG CR-40.05.0167	MG CR	40.05.0167
MG CR-40.05.1006	MG CR	40.05.1006
MG CR-40.05.1100	MG CR	40.05.1100
MG CR-40.05.1101	MG CR	40.05.1101
MG CR-40.05.1102	MG CR	40.05.1102
MG CR-40.05.1104	MG CR	40.05.1104
MG CR-40.05.1105	MG CR	40.05.1105
MG CR-40.05.1106	MG CR	40.05.1106
MG CR-40.05.1400	MG CR	40.05.1400
MG CR-40.05.1401	MG CR	40.05.1401
MG CR-40.05.1600	MG CR	40.05.1600
MG CR-40.05.2100	MG CR	40.05.2100
MG CR-40.05.2101	MG CR	40.05.2101
MG CR-40.05.2103	MG CR	40.05.2103
MG CR-40.05.2106	MG CR	40.05.2106
MG CR-40.05.3017	MG CR	40.05.3017
MG CR-40.05.3133	MG CR	40.05.3133
MG CR-40.05.3211	MG CR	40.05.3211
MG CR-40.05.3212	MG CR	40.05.3212
MG CR-40.05.3311	MG CR	40.05.3311
MG CR-40.05.3323	MG CR	40.05.3323
MG CR-40.05.5000	MG CR	40.05.5000
MG CR-40.05.5001	MG CR	40.05.5001
MG CR-40.05.5002	MG CR	40.05.5002
MG CR-40.06.0020	MG CR	40.06.0020
MG CR-40.06.0023	MG CR	40.06.0023
MG CR-40.06.0051	MG CR	40.06.0051
MG CR-40.06.0052	MG CR	40.06.0052
MG CR-40.06.0055	MG CR	40.06.0055
MG CR-40.06.0071	MG CR	40.06.0071
MG CR-40.06.0072	MG CR	40.06.0072
MG CR-40.06.0089	MG CR	40.06.0089
MG CR-40.06.0096	MG CR	40.06.0096
MG CR-40.07.0002	MG CR	40.07.0002
MG CR-40.07.0003	MG CR	40.07.0003
MG CR-40.09.0001	MG CR	40.09.0001
MG CR-40.10.2000	MG CR	40.10.2000
MG CR-40.12.0014	MG CR	40.12.0014
MG CR-40.13.0002	MG CR	40.13.0002
MG CR-40.13.0011	MG CR	40.13.0011
MG CR-40.13.0015	MG CR	40.13.0015
MG CR-40.13.0016	MG CR	40.13.0016
MG CR-40.13.0026	MG CR	40.13.0026
MG CR-40.16.0014	MG CR	40.16.0014
MG CR-40.16.0015	MG CR	40.16.0015
MG CR-40.16.0016	MG CR	40.16.0016
MG CR-40.16.1004	MG CR	40.16.1004
MG CR-40.16.1005	MG CR	40.16.1005
MG CR-40.16.1006	MG CR	40.16.1006
MG CR-40.16.1008	MG CR	40.16.1008
MG CR-40.17.0001	MG CR	40.17.0001
MG CR-40.18.0007	MG CR	40.18.0007
MG CR-40.18.0008	MG CR	40.18.0008
MG CR-40.23.0002	MG CR	40.23.0002
MG CR-40.23.0003	MG CR	40.23.0003
MG CR-40.30.0008	MG CR	40.30.0008
MG CR-40.30.0016	MG CR	40.30.0016
MG CR-40.30.0027	MG CR	40.30.0027
MG CR-40.30.0028	MG CR	40.30.0028
MG CR-40.31.0001	MG CR	40.31.0001
MG CR-40.31.0003	MG CR	40.31.0003
MG CR-50.10.0001	MG CR	50.10.0001
MG CR-50.10.0002	MG CR	50.10.0002
MG CR-50.10.0006	MG CR	50.10.0006
MG CR-50.10.0009	MG CR	50.10.0009
MG CR-50.10.0011	MG CR	50.10.0011
MG CR-50.10.0012	MG CR	50.10.0012
MG CR-50.10.0013	MG CR	50.10.0013
MG CR-50.1000003022	MG CR	50.1000003022
MG CR-50.1000004880	MG CR	50.1000004880
MG CR-50.1000004980	MG CR	50.1000004980
MG CR-50.1000005434	MG CR	50.1000005434
MG CR-50.110A61091	MG CR	50.110A61091
MG CR-50.110A61091 	MG CR	50.110A61091 
MG CR-51.1000003022	MG CR	51.1000003022
MG CR-51.1000003999	MG CR	51.1000003999
MG CR-51.1000004003	MG CR	51.1000004003
MG CR-51.1000004880	MG CR	51.1000004880
MG CR-51.1000005434	MG CR	51.1000005434
MG CR-51.1000006105	MG CR	51.1000006105
MG CR-51.1000006126	MG CR	51.1000006126
MG CR-51.1000006262	MG CR	51.1000006262
MG CR-51.1000007408	MG CR	51.1000007408
MG CR-51.1000008911	MG CR	51.1000008911
MG CR-51.110A11121	MG CR	51.110A11121
MG CR-51.110A11121 	MG CR	51.110A11121 
MG CR-51.110A31091	MG CR	51.110A31091
MG CR-51.110a31091 	MG CR	51.110a31091 
MG CR-51.110A61091	MG CR	51.110A61091
MG CR-51.110A61091 	MG CR	51.110A61091 
MG CR-51.110A71091	MG CR	51.110A71091
MG CR-51.110A71091 	MG CR	51.110A71091 
MG CR-51.110A81091	MG CR	51.110A81091
MG CR-51.110A81091 	MG CR	51.110A81091 
MG CR-Outros	MG CR	Outros
MG FN FR-40.02.1061	MG FN FR	40.02.1061
MG FN FR-40.05.0001	MG FN FR	40.05.0001
MG FN FR-40.05.0018	MG FN FR	40.05.0018
MG FN FR-40.05.0026	MG FN FR	40.05.0026
MG FN FR-40.05.0031	MG FN FR	40.05.0031
MG FN FR-40.05.0035	MG FN FR	40.05.0035
MG FN FR-40.05.0037	MG FN FR	40.05.0037
MG FN FR-40.05.0041	MG FN FR	40.05.0041
MG FN FR-40.05.0050	MG FN FR	40.05.0050
MG FN FR-40.05.0061	MG FN FR	40.05.0061
MG FN FR-40.05.0083	MG FN FR	40.05.0083
MG FN FR-40.05.0143	MG FN FR	40.05.0143
MG FN FR-40.05.0150	MG FN FR	40.05.0150
MG FN FR-40.05.1001	MG FN FR	40.05.1001
MG FN FR-40.05.1100	MG FN FR	40.05.1100
MG FN FR-40.05.1101	MG FN FR	40.05.1101
MG FN FR-40.05.1102	MG FN FR	40.05.1102
MG FN FR-40.05.1104	MG FN FR	40.05.1104
MG FN FR-40.05.1106	MG FN FR	40.05.1106
MG FN FR-40.05.1202	MG FN FR	40.05.1202
MG FN FR-40.05.1400	MG FN FR	40.05.1400
MG FN FR-40.05.1600	MG FN FR	40.05.1600
MG FN FR-40.05.2100	MG FN FR	40.05.2100
MG FN FR-40.05.2101	MG FN FR	40.05.2101
MG FN FR-40.05.2102	MG FN FR	40.05.2102
MG FN FR-40.05.2103	MG FN FR	40.05.2103
MG FN FR-40.05.2106	MG FN FR	40.05.2106
MG FN FR-40.05.5000	MG FN FR	40.05.5000
MG FN FR-40.05.5001	MG FN FR	40.05.5001
MG FN FR-40.05.5002	MG FN FR	40.05.5002
MG FN FR-40.06.0008	MG FN FR	40.06.0008
MG FN FR-40.06.0019	MG FN FR	40.06.0019
MG FN FR-40.06.0020	MG FN FR	40.06.0020
MG FN FR-40.06.0021	MG FN FR	40.06.0021
MG FN FR-40.06.0022	MG FN FR	40.06.0022
MG FN FR-40.06.0023	MG FN FR	40.06.0023
MG FN FR-40.06.0053	MG FN FR	40.06.0053
MG FN FR-40.06.0055	MG FN FR	40.06.0055
MG FN FR-40.06.0071	MG FN FR	40.06.0071
MG FN FR-40.06.0072	MG FN FR	40.06.0072
MG FN FR-40.06.0073	MG FN FR	40.06.0073
MG FN FR-40.06.0074	MG FN FR	40.06.0074
MG FN FR-40.06.0082	MG FN FR	40.06.0082
MG FN FR-40.06.0089	MG FN FR	40.06.0089
MG FN FR-40.06.0095	MG FN FR	40.06.0095
MG FN FR-40.06.0096	MG FN FR	40.06.0096
MG FN FR-40.06.1001	MG FN FR	40.06.1001
MG FN FR-40.06.1002	MG FN FR	40.06.1002
MG FN FR-40.06.1003	MG FN FR	40.06.1003
MG FN FR-40.07.0003	MG FN FR	40.07.0003
MG FN FR-40.07.0006	MG FN FR	40.07.0006
MG FN FR-40.07.0007	MG FN FR	40.07.0007
MG FN FR-40.07.0024	MG FN FR	40.07.0024
MG FN FR-40.07.0025	MG FN FR	40.07.0025
MG FN FR-40.07.0026	MG FN FR	40.07.0026
MG FN FR-40.07.0028	MG FN FR	40.07.0028
MG FN FR-40.07.0029	MG FN FR	40.07.0029
MG FN FR-40.07.1002	MG FN FR	40.07.1002
MG FN FR-40.08.0001	MG FN FR	40.08.0001
MG FN FR-40.08.0003	MG FN FR	40.08.0003
MG FN FR-40.08.0011	MG FN FR	40.08.0011
MG FN FR-40.08.0012	MG FN FR	40.08.0012
MG FN FR-40.09.0001	MG FN FR	40.09.0001
MG FN FR-40.09.0002	MG FN FR	40.09.0002
MG FN FR-40.09.0005	MG FN FR	40.09.0005
MG FN FR-40.10.0002	MG FN FR	40.10.0002
MG FN FR-40.10.1000	MG FN FR	40.10.1000
MG FN FR-40.10.2000	MG FN FR	40.10.2000
MG FN FR-40.10.3500	MG FN FR	40.10.3500
MG FN FR-40.12.0003	MG FN FR	40.12.0003
MG FN FR-40.12.0004	MG FN FR	40.12.0004
MG FN FR-40.12.0020	MG FN FR	40.12.0020
MG FN FR-40.12.0021	MG FN FR	40.12.0021
MG FN FR-40.13.0002	MG FN FR	40.13.0002
MG FN FR-40.13.0011	MG FN FR	40.13.0011
MG FN FR-40.13.0013	MG FN FR	40.13.0013
MG FN FR-40.13.0016	MG FN FR	40.13.0016
MG FN FR-40.13.0026	MG FN FR	40.13.0026
MG FN FR-40.13.0028	MG FN FR	40.13.0028
MG FN FR-40.15.0009	MG FN FR	40.15.0009
MG FN FR-40.16.0014	MG FN FR	40.16.0014
MG FN FR-40.16.0015	MG FN FR	40.16.0015
MG FN FR-40.16.0016	MG FN FR	40.16.0016
MG FN FR-40.18.0006	MG FN FR	40.18.0006
MG FN FR-40.18.0007	MG FN FR	40.18.0007
MG FN FR-40.20.0001	MG FN FR	40.20.0001
MG FN FR-40.20.0005	MG FN FR	40.20.0005
MG FN FR-40.20.0007	MG FN FR	40.20.0007
MG FN FR-40.20.0014	MG FN FR	40.20.0014
MG FN FR-40.21.0002	MG FN FR	40.21.0002
MG FN FR-40.21.0004	MG FN FR	40.21.0004
MG FN FR-40.22.0001	MG FN FR	40.22.0001
MG FN FR-40.22.1000	MG FN FR	40.22.1000
MG FN FR-40.23.0000	MG FN FR	40.23.0000
MG FN FR-40.23.0001	MG FN FR	40.23.0001
MG FN FR-40.23.0002	MG FN FR	40.23.0002
MG FN FR-40.23.0003	MG FN FR	40.23.0003
MG FN FR-40.23.1000	MG FN FR	40.23.1000
MG FN FR-40.30.0008	MG FN FR	40.30.0008
MG FN FR-40.30.0016	MG FN FR	40.30.0016
MG FN FR-40.30.0028	MG FN FR	40.30.0028
MG FN FR-40.31.0001	MG FN FR	40.31.0001
MG FN FR-40.31.0003	MG FN FR	40.31.0003
MG FN FR-50.10.0006	MG FN FR	50.10.0006
MG FN FR-50.10.0011	MG FN FR	50.10.0011
MG FN FR-50.10.0012	MG FN FR	50.10.0012
MG FN FR-50.10.0013	MG FN FR	50.10.0013
MG FN FR-50.1000003022	MG FN FR	50.1000003022
MG FN FR-50.1000004880	MG FN FR	50.1000004880
MG FN FR-50.1000005434	MG FN FR	50.1000005434
MG FN FR-50.110A61091	MG FN FR	50.110A61091
MG FN FR-51.1000003022	MG FN FR	51.1000003022
MG FN FR-51.1000003999	MG FN FR	51.1000003999
MG FN FR-51.1000004003	MG FN FR	51.1000004003
MG FN FR-51.1000004880	MG FN FR	51.1000004880
MG FN FR-51.1000005434	MG FN FR	51.1000005434
MG FN FR-51.1000006105	MG FN FR	51.1000006105
MG FN FR-51.1000006262	MG FN FR	51.1000006262
MG FN FR-51.1000007408	MG FN FR	51.1000007408
MG FN FR-51.110A61091	MG FN FR	51.110A61091
MG FN FR-Outros	MG FN FR	Outros
MG FN-40.05.0001	MG FN	40.05.0001
MG FN-40.05.0018	MG FN	40.05.0018
MG FN-40.05.0031	MG FN	40.05.0031
MG FN-40.05.0035	MG FN	40.05.0035
MG FN-40.05.0050	MG FN	40.05.0050
MG FN-40.05.0061	MG FN	40.05.0061
MG FN-40.05.0150	MG FN	40.05.0150
MG FN-40.05.1001	MG FN	40.05.1001
MG FN-40.05.1100	MG FN	40.05.1100
MG FN-40.05.1101	MG FN	40.05.1101
MG FN-40.05.1102	MG FN	40.05.1102
MG FN-40.05.1104	MG FN	40.05.1104
MG FN-40.05.1106	MG FN	40.05.1106
MG FN-40.05.1202	MG FN	40.05.1202
MG FN-40.05.2100	MG FN	40.05.2100
MG FN-40.06.0008	MG FN	40.06.0008
MG FN-40.06.0019	MG FN	40.06.0019
MG FN-40.06.0020	MG FN	40.06.0020
MG FN-40.06.0021	MG FN	40.06.0021
MG FN-40.06.0022	MG FN	40.06.0022
MG FN-40.06.0023	MG FN	40.06.0023
MG FN-40.06.0053	MG FN	40.06.0053
MG FN-40.06.0071	MG FN	40.06.0071
MG FN-40.06.0072	MG FN	40.06.0072
MG FN-40.06.0073	MG FN	40.06.0073
MG FN-40.06.0074	MG FN	40.06.0074
MG FN-40.06.0082	MG FN	40.06.0082
MG FN-40.06.0089	MG FN	40.06.0089
MG FN-40.06.1001	MG FN	40.06.1001
MG FN-40.07.0003	MG FN	40.07.0003
MG FN-40.07.0005	MG FN	40.07.0005
MG FN-40.07.0006	MG FN	40.07.0006
MG FN-40.07.0007	MG FN	40.07.0007
MG FN-40.07.0024	MG FN	40.07.0024
MG FN-40.07.0026	MG FN	40.07.0026
MG FN-40.07.0029	MG FN	40.07.0029
MG FN-40.08.0001	MG FN	40.08.0001
MG FN-40.08.0003	MG FN	40.08.0003
MG FN-40.08.0011	MG FN	40.08.0011
MG FN-40.08.0012	MG FN	40.08.0012
MG FN-40.09.0001	MG FN	40.09.0001
MG FN-40.09.0002	MG FN	40.09.0002
MG FN-40.09.0005	MG FN	40.09.0005
MG FN-40.10.0002	MG FN	40.10.0002
MG FN-40.10.1000	MG FN	40.10.1000
MG FN-40.10.2000	MG FN	40.10.2000
MG FN-40.12.0003	MG FN	40.12.0003
MG FN-40.12.0004	MG FN	40.12.0004
MG FN-40.12.0020	MG FN	40.12.0020
MG FN-40.12.0021	MG FN	40.12.0021
MG FN-40.13.0002	MG FN	40.13.0002
MG FN-40.13.0011	MG FN	40.13.0011
MG FN-40.13.0013	MG FN	40.13.0013
MG FN-40.13.0018	MG FN	40.13.0018
MG FN-40.13.0026	MG FN	40.13.0026
MG FN-40.13.0028	MG FN	40.13.0028
MG FN-40.15.0009	MG FN	40.15.0009
MG FN-40.16.0015	MG FN	40.16.0015
MG FN-40.16.0016	MG FN	40.16.0016
MG FN-40.18.0005	MG FN	40.18.0005
MG FN-40.18.0006	MG FN	40.18.0006
MG FN-40.18.0007	MG FN	40.18.0007
MG FN-40.20.0001	MG FN	40.20.0001
MG FN-40.20.0005	MG FN	40.20.0005
MG FN-40.20.0007	MG FN	40.20.0007
MG FN-40.21.0002	MG FN	40.21.0002
MG FN-40.22.0001	MG FN	40.22.0001
MG FN-40.23.0000	MG FN	40.23.0000
MG FN-40.23.0001	MG FN	40.23.0001
MG FN-40.30.0008	MG FN	40.30.0008
MG FN-40.30.0016	MG FN	40.30.0016
MG FN-40.30.0028	MG FN	40.30.0028
MG FN-40.31.0001	MG FN	40.31.0001
MG FN-40.31.0003	MG FN	40.31.0003
MG FN-50.10.0011	MG FN	50.10.0011
MG FN-50.10.0012	MG FN	50.10.0012
MG FN-Outros	MG FN	Outros
MG FP VR-40.03.1013	MG FP VR	40.03.1013
MG FP VR-40.03.1112	MG FP VR	40.03.1112
MG FP VR-40.03.1410	MG FP VR	40.03.1410
MG FP VR-40.03.1713	MG FP VR	40.03.1713
MG FP VR-40.03.1810	MG FP VR	40.03.1810
MG FP VR-40.03.1870	MG FP VR	40.03.1870
MG FP VR-40.03.1871	MG FP VR	40.03.1871
MG FP VR-40.03.2110	MG FP VR	40.03.2110
MG FP VR-40.05.0001	MG FP VR	40.05.0001
MG FP VR-40.05.0018	MG FP VR	40.05.0018
MG FP VR-40.05.0026	MG FP VR	40.05.0026
MG FP VR-40.05.0029	MG FP VR	40.05.0029
MG FP VR-40.05.0031	MG FP VR	40.05.0031
MG FP VR-40.05.0041	MG FP VR	40.05.0041
MG FP VR-40.05.0050	MG FP VR	40.05.0050
MG FP VR-40.05.0061	MG FP VR	40.05.0061
MG FP VR-40.05.0087	MG FP VR	40.05.0087
MG FP VR-40.05.0090	MG FP VR	40.05.0090
MG FP VR-40.05.0150	MG FP VR	40.05.0150
MG FP VR-40.05.1006	MG FP VR	40.05.1006
MG FP VR-40.05.1100	MG FP VR	40.05.1100
MG FP VR-40.05.1101	MG FP VR	40.05.1101
MG FP VR-40.05.1102	MG FP VR	40.05.1102
MG FP VR-40.05.1105	MG FP VR	40.05.1105
MG FP VR-40.05.1106	MG FP VR	40.05.1106
MG FP VR-40.05.1400	MG FP VR	40.05.1400
MG FP VR-40.05.1401	MG FP VR	40.05.1401
MG FP VR-40.05.1600	MG FP VR	40.05.1600
MG FP VR-40.05.2000	MG FP VR	40.05.2000
MG FP VR-40.05.2100	MG FP VR	40.05.2100
MG FP VR-40.05.2101	MG FP VR	40.05.2101
MG FP VR-40.05.2102	MG FP VR	40.05.2102
MG FP VR-40.05.2103	MG FP VR	40.05.2103
MG FP VR-40.05.3100	MG FP VR	40.05.3100
MG FP VR-40.05.5000	MG FP VR	40.05.5000
MG FP VR-40.05.5002	MG FP VR	40.05.5002
MG FP VR-40.06.0008	MG FP VR	40.06.0008
MG FP VR-40.06.0019	MG FP VR	40.06.0019
MG FP VR-40.06.0020	MG FP VR	40.06.0020
MG FP VR-40.06.0021	MG FP VR	40.06.0021
MG FP VR-40.06.0022	MG FP VR	40.06.0022
MG FP VR-40.06.0023	MG FP VR	40.06.0023
MG FP VR-40.06.0051	MG FP VR	40.06.0051
MG FP VR-40.06.0055	MG FP VR	40.06.0055
MG FP VR-40.06.0071	MG FP VR	40.06.0071
MG FP VR-40.06.0072	MG FP VR	40.06.0072
MG FP VR-40.06.0073	MG FP VR	40.06.0073
MG FP VR-40.06.0074	MG FP VR	40.06.0074
MG FP VR-40.06.0082	MG FP VR	40.06.0082
MG FP VR-40.06.0095	MG FP VR	40.06.0095
MG FP VR-40.06.0096	MG FP VR	40.06.0096
MG FP VR-40.06.1002	MG FP VR	40.06.1002
MG FP VR-40.07.0003	MG FP VR	40.07.0003
MG FP VR-40.07.0007	MG FP VR	40.07.0007
MG FP VR-40.07.0029	MG FP VR	40.07.0029
MG FP VR-40.08.0001	MG FP VR	40.08.0001
MG FP VR-40.08.0003	MG FP VR	40.08.0003
MG FP VR-40.08.0011	MG FP VR	40.08.0011
MG FP VR-40.08.0012	MG FP VR	40.08.0012
MG FP VR-40.10.0001	MG FP VR	40.10.0001
MG FP VR-40.10.0002	MG FP VR	40.10.0002
MG FP VR-40.10.1000	MG FP VR	40.10.1000
MG FP VR-40.10.2000	MG FP VR	40.10.2000
MG FP VR-40.10.3500	MG FP VR	40.10.3500
MG FP VR-40.12.0003	MG FP VR	40.12.0003
MG FP VR-40.12.0004	MG FP VR	40.12.0004
MG FP VR-40.12.0014	MG FP VR	40.12.0014
MG FP VR-40.12.0020	MG FP VR	40.12.0020
MG FP VR-40.12.0021	MG FP VR	40.12.0021
MG FP VR-40.13.0002	MG FP VR	40.13.0002
MG FP VR-40.13.0011	MG FP VR	40.13.0011
MG FP VR-40.13.0013	MG FP VR	40.13.0013
MG FP VR-40.13.0016	MG FP VR	40.13.0016
MG FP VR-40.13.0026	MG FP VR	40.13.0026
MG FP VR-40.13.0028	MG FP VR	40.13.0028
MG FP VR-40.15.0009	MG FP VR	40.15.0009
MG FP VR-40.16.0014	MG FP VR	40.16.0014
MG FP VR-40.16.0015	MG FP VR	40.16.0015
MG FP VR-40.16.0016	MG FP VR	40.16.0016
MG FP VR-40.18.0007	MG FP VR	40.18.0007
MG FP VR-40.20.0001	MG FP VR	40.20.0001
MG FP VR-40.20.0005	MG FP VR	40.20.0005
MG FP VR-40.20.0007	MG FP VR	40.20.0007
MG FP VR-40.20.0014	MG FP VR	40.20.0014
MG FP VR-40.21.0002	MG FP VR	40.21.0002
MG FP VR-40.22.0001	MG FP VR	40.22.0001
MG FP VR-40.22.1000	MG FP VR	40.22.1000
MG FP VR-40.23.0000	MG FP VR	40.23.0000
MG FP VR-40.23.0001	MG FP VR	40.23.0001
MG FP VR-40.30.0028	MG FP VR	40.30.0028
MG FP VR-40.31.0001	MG FP VR	40.31.0001
MG FP VR-40.31.0003	MG FP VR	40.31.0003
MG FP VR-50.10.0006	MG FP VR	50.10.0006
MG FP VR-50.10.0011	MG FP VR	50.10.0011
MG FP VR-50.10.0012	MG FP VR	50.10.0012
MG FP VR-50.10.0013	MG FP VR	50.10.0013
MG FP VR-50.1000004980	MG FP VR	50.1000004980
MG FP VR-50.1000005434	MG FP VR	50.1000005434
MG FP VR-50.110A61091	MG FP VR	50.110A61091
MG FP VR-51.1000003022	MG FP VR	51.1000003022
MG FP VR-51.1000003999	MG FP VR	51.1000003999
MG FP VR-51.1000004003	MG FP VR	51.1000004003
MG FP VR-51.1000004880	MG FP VR	51.1000004880
MG FP VR-51.1000005434	MG FP VR	51.1000005434
MG FP VR-51.110A11121	MG FP VR	51.110A11121
MG FP VR-51.110A31091	MG FP VR	51.110A31091
MG FP VR-51.110A61091	MG FP VR	51.110A61091
MG FP VR-51.110A71091	MG FP VR	51.110A71091
MG FP VR-51.110A81091	MG FP VR	51.110A81091
MG FP VR-Outros	MG FP VR	Outros
MG FP-40.02.1072	MG FP	40.02.1072
MG FP-40.03.1713	MG FP	40.03.1713
MG FP-40.03.1810	MG FP	40.03.1810
MG FP-40.03.1870	MG FP	40.03.1870
MG FP-40.05.0001	MG FP	40.05.0001
MG FP-40.05.0026	MG FP	40.05.0026
MG FP-40.05.0029	MG FP	40.05.0029
MG FP-40.05.0031	MG FP	40.05.0031
MG FP-40.05.0041	MG FP	40.05.0041
MG FP-40.05.0050	MG FP	40.05.0050
MG FP-40.05.0061	MG FP	40.05.0061
MG FP-40.05.0101	MG FP	40.05.0101
MG FP-40.05.0150	MG FP	40.05.0150
MG FP-40.05.1001	MG FP	40.05.1001
MG FP-40.05.1100	MG FP	40.05.1100
MG FP-40.05.1101	MG FP	40.05.1101
MG FP-40.05.1105	MG FP	40.05.1105
MG FP-40.05.1106	MG FP	40.05.1106
MG FP-40.05.1400	MG FP	40.05.1400
MG FP-40.05.2000	MG FP	40.05.2000
MG FP-40.05.2100	MG FP	40.05.2100
MG FP-40.05.2101	MG FP	40.05.2101
MG FP-40.05.2102	MG FP	40.05.2102
MG FP-40.05.2103	MG FP	40.05.2103
MG FP-40.05.5000	MG FP	40.05.5000
MG FP-40.05.5002	MG FP	40.05.5002
MG FP-40.06.0008	MG FP	40.06.0008
MG FP-40.06.0019	MG FP	40.06.0019
MG FP-40.06.0020	MG FP	40.06.0020
MG FP-40.06.0021	MG FP	40.06.0021
MG FP-40.06.0022	MG FP	40.06.0022
MG FP-40.06.0023	MG FP	40.06.0023
MG FP-40.06.0051	MG FP	40.06.0051
MG FP-40.06.0071	MG FP	40.06.0071
MG FP-40.06.0072	MG FP	40.06.0072
MG FP-40.06.0073	MG FP	40.06.0073
MG FP-40.06.0074	MG FP	40.06.0074
MG FP-40.06.0082	MG FP	40.06.0082
MG FP-40.06.0097	MG FP	40.06.0097
MG FP-40.06.1001	MG FP	40.06.1001
MG FP-40.07.0003	MG FP	40.07.0003
MG FP-40.07.0006	MG FP	40.07.0006
MG FP-40.07.0007	MG FP	40.07.0007
MG FP-40.07.0024	MG FP	40.07.0024
MG FP-40.07.0026	MG FP	40.07.0026
MG FP-40.07.0028	MG FP	40.07.0028
MG FP-40.07.0029	MG FP	40.07.0029
MG FP-40.08.0001	MG FP	40.08.0001
MG FP-40.08.0003	MG FP	40.08.0003
MG FP-40.08.0011	MG FP	40.08.0011
MG FP-40.08.0012	MG FP	40.08.0012
MG FP-40.09.0002	MG FP	40.09.0002
MG FP-40.10.0002	MG FP	40.10.0002
MG FP-40.10.1000	MG FP	40.10.1000
MG FP-40.10.2000	MG FP	40.10.2000
MG FP-40.12.0003	MG FP	40.12.0003
MG FP-40.12.0004	MG FP	40.12.0004
MG FP-40.13.0002	MG FP	40.13.0002
MG FP-40.13.0011	MG FP	40.13.0011
MG FP-40.13.0013	MG FP	40.13.0013
MG FP-40.13.0016	MG FP	40.13.0016
MG FP-40.13.0018	MG FP	40.13.0018
MG FP-40.13.0028	MG FP	40.13.0028
MG FP-40.18.0007	MG FP	40.18.0007
MG FP-40.20.0001	MG FP	40.20.0001
MG FP-40.20.0007	MG FP	40.20.0007
MG FP-40.20.0014	MG FP	40.20.0014
MG FP-40.21.0002	MG FP	40.21.0002
MG FP-40.22.0001	MG FP	40.22.0001
MG FP-40.23.0000	MG FP	40.23.0000
MG FP-40.23.0001	MG FP	40.23.0001
MG FP-40.31.0001	MG FP	40.31.0001
MG FP-50.1000004980	MG FP	50.1000004980
MG FP-50.1000005434	MG FP	50.1000005434
MG FP-51.1000003022	MG FP	51.1000003022
MG FP-51.1000007408	MG FP	51.1000007408
MG FP-51.110A31091	MG FP	51.110A31091
MG FP-51.110A61091	MG FP	51.110A61091
MG FP-51.110A71091	MG FP	51.110A71091
MG FP-Outros	MG FP	Outros
MG FR-40.02.1061	MG FR	40.02.1061
MG FR-40.02.1070	MG FR	40.02.1070
MG FR-40.02.1072	MG FR	40.02.1072
MG FR-40.03.1013	MG FR	40.03.1013
MG FR-40.03.1112	MG FR	40.03.1112
MG FR-40.03.1410	MG FR	40.03.1410
MG FR-40.03.1713	MG FR	40.03.1713
MG FR-40.03.1810	MG FR	40.03.1810
MG FR-40.03.1870	MG FR	40.03.1870
MG FR-40.03.1871	MG FR	40.03.1871
MG FR-40.03.2110	MG FR	40.03.2110
MG FR-40.05.0001	MG FR	40.05.0001
MG FR-40.05.0018	MG FR	40.05.0018
MG FR-40.05.0025	MG FR	40.05.0025
MG FR-40.05.0026	MG FR	40.05.0026
MG FR-40.05.0029	MG FR	40.05.0029
MG FR-40.05.0031	MG FR	40.05.0031
MG FR-40.05.0035	MG FR	40.05.0035
MG FR-40.05.0037	MG FR	40.05.0037
MG FR-40.05.0041	MG FR	40.05.0041
MG FR-40.05.0048	MG FR	40.05.0048
MG FR-40.05.0050	MG FR	40.05.0050
MG FR-40.05.0061	MG FR	40.05.0061
MG FR-40.05.0083	MG FR	40.05.0083
MG FR-40.05.0087	MG FR	40.05.0087
MG FR-40.05.0101	MG FR	40.05.0101
MG FR-40.05.0142	MG FR	40.05.0142
MG FR-40.05.0143	MG FR	40.05.0143
MG FR-40.05.0150	MG FR	40.05.0150
MG FR-40.05.1001	MG FR	40.05.1001
MG FR-40.05.1002	MG FR	40.05.1002
MG FR-40.05.1003	MG FR	40.05.1003
MG FR-40.05.1004	MG FR	40.05.1004
MG FR-40.05.1005	MG FR	40.05.1005
MG FR-40.05.1006	MG FR	40.05.1006
MG FR-40.05.1100	MG FR	40.05.1100
MG FR-40.05.1101	MG FR	40.05.1101
MG FR-40.05.1102	MG FR	40.05.1102
MG FR-40.05.1104	MG FR	40.05.1104
MG FR-40.05.1105	MG FR	40.05.1105
MG FR-40.05.1106	MG FR	40.05.1106
MG FR-40.05.1201	MG FR	40.05.1201
MG FR-40.05.1202	MG FR	40.05.1202
MG FR-40.05.1203	MG FR	40.05.1203
